SOURCE_ID,SOURCE_TYPE,TITLE,URL,PUBLICATION_DATE,AUTHOR,CHANNEL_ID,FIRST_PARTY_STATUS,RETRIEVAL_DATE,RAW_ARTIFACT_SHA256,TRANSCRIPT_AVAILABLE,FRAME_EXTRACTION_AVAILABLE,NOTES
YT_SHORT_B0SSlEm8LX0,YOUTUBE_SHORT,Every FVG Has 3 Important Candles,https://www.youtube.com/shorts/B0SSlEm8LX0,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_BKewLdNhZlE,YOUTUBE_SHORT,Stop using Power of 3 (AMD) 🚫,https://www.youtube.com/shorts/BKewLdNhZlE,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_C0LEK1iJOWE,YOUTUBE_SHORT,This one thing will help you spot a consolidation🔎,https://www.youtube.com/shorts/C0LEK1iJOWE,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_Cvcr4t5PAK4,YOUTUBE_SHORT,Think you know Fair Value Gaps? Let’s redefine it🔍,https://www.youtube.com/shorts/Cvcr4t5PAK4,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_D9M2tczWwhc,YOUTUBE_SHORT,Don’t overlook Liquidity,https://www.youtube.com/shorts/D9M2tczWwhc,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_DV1vmVAI8SU,YOUTUBE_SHORT,Combine Candle Science and PD Arrays and you will open a world of opportunity!,https://www.youtube.com/shorts/DV1vmVAI8SU,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_DhipjoXas9g,YOUTUBE_SHORT,The Better Version of These 3 Blocks,https://www.youtube.com/shorts/DhipjoXas9g,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_ECVoJH7Ucn4,YOUTUBE_SHORT,Each day of the week has different trading conditions! 📆,https://www.youtube.com/shorts/ECVoJH7Ucn4,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_EVCg_8OqZ40,YOUTUBE_SHORT,"""The market isn't random"" is wrong",https://www.youtube.com/shorts/EVCg_8OqZ40,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_G9iETkEWH9M,YOUTUBE_SHORT,Here are the 3 essential steps in a trading plan that set successful traders apart from the rest!🏆,https://www.youtube.com/shorts/G9iETkEWH9M,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_GI4p_XeLiag,YOUTUBE_SHORT,This is one of the most reliable concepts in trading 🔒,https://www.youtube.com/shorts/GI4p_XeLiag,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_ISfsnvg3Xqg,YOUTUBE_SHORT,The strongest reversal pattern you never knew about❗,https://www.youtube.com/shorts/ISfsnvg3Xqg,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_IwHQWi_9ibU,YOUTUBE_SHORT,Arjoio Chart Colors,https://www.youtube.com/shorts/IwHQWi_9ibU,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_J-jfISNwFXc,YOUTUBE_SHORT,Stop overcomplicating Market Maker Models!,https://www.youtube.com/shorts/J-jfISNwFXc,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_JNN7pNWoJw4,YOUTUBE_SHORT,Stop trading low probability conditions 🚫,https://www.youtube.com/shorts/JNN7pNWoJw4,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_Jx5wc7Iryo4,YOUTUBE_SHORT,"The DXY will tell you when to trade certain pairs, and when not to ⌛",https://www.youtube.com/shorts/Jx5wc7Iryo4,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_Kca8omMlw8Q,YOUTUBE_SHORT,You have been determining ITHs/ITLs wrong.,https://www.youtube.com/shorts/Kca8omMlw8Q,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_MS_6KPqcwzs,YOUTUBE_SHORT,Struggling to find your Daily Bias? Do this!,https://www.youtube.com/shorts/MS_6KPqcwzs,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_MoZAfV6e6xs,YOUTUBE_SHORT,Stacking up Arguments,https://www.youtube.com/shorts/MoZAfV6e6xs,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_NCy_TMNcxoE,YOUTUBE_SHORT,Every Candle tells a story - but can you read it?🔎,https://www.youtube.com/shorts/NCy_TMNcxoE,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_NLshrFGXjyI,YOUTUBE_SHORT,Stop entering trades without using this!,https://www.youtube.com/shorts/NLshrFGXjyI,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_Nu56gA7-NoI,YOUTUBE_SHORT,"🫵🏼You MUST have a trading plan, but make sure to do this!",https://www.youtube.com/shorts/Nu56gA7-NoI,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_O-TKIIlSrvk,YOUTUBE_SHORT,Everything you need to know about a Sharp Turn (ST),https://www.youtube.com/shorts/O-TKIIlSrvk,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_P1Z2kZ1d62g,YOUTUBE_SHORT,You need to know what a LRLR is ❗,https://www.youtube.com/shorts/P1Z2kZ1d62g,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_PC7uvM1uMdQ,YOUTUBE_SHORT,News is Essential to Trading,https://www.youtube.com/shorts/PC7uvM1uMdQ,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_Ra8kxKyaAP8,YOUTUBE_SHORT,A FVG Doesn't Always Mean It's A Good FVG🔁,https://www.youtube.com/shorts/Ra8kxKyaAP8,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_RaHOZ0GGFF0,YOUTUBE_SHORT,This is the best FVG you can use to trade  💯,https://www.youtube.com/shorts/RaHOZ0GGFF0,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_RdNQm9VO1-g,YOUTUBE_SHORT,Trading LTF vs HTF,https://www.youtube.com/shorts/RdNQm9VO1-g,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_RhTt3-JFxVY,YOUTUBE_SHORT,The More You Trade Is Not More Profit🚫 Let me tell you why...,https://www.youtube.com/shorts/RhTt3-JFxVY,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_RozG1xz0Qgs,YOUTUBE_SHORT,All you need is 1 Candle 1️⃣,https://www.youtube.com/shorts/RozG1xz0Qgs,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_SDLUZ5Q3-5E,YOUTUBE_SHORT,"If you focus on these 5 steps, your trading will become much easier ✅",https://www.youtube.com/shorts/SDLUZ5Q3-5E,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_SLqVU7CMfmk,YOUTUBE_SHORT,Fair Value Gaps (3 Candle Pattern),https://www.youtube.com/shorts/SLqVU7CMfmk,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_TJtLgK_5usA,YOUTUBE_SHORT,📉 Trading in Trending Conditions 📈,https://www.youtube.com/shorts/TJtLgK_5usA,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_Tabwj3q0E30,YOUTUBE_SHORT,"Trading is not about winning, but avoiding to lose 📉",https://www.youtube.com/shorts/Tabwj3q0E30,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_UKl-MG3UJYo,YOUTUBE_SHORT,Backtesting is preventing you from becoming profitable ❌,https://www.youtube.com/shorts/UKl-MG3UJYo,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_UUIvGu4HNM4,YOUTUBE_SHORT,Stop using thousands of concepts on your charts 🚫,https://www.youtube.com/shorts/UUIvGu4HNM4,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_UZ7YNZUQ1no,YOUTUBE_SHORT,Market Maker Model Sauce,https://www.youtube.com/shorts/UZ7YNZUQ1no,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_UytP49cC6qA,YOUTUBE_SHORT,Stop losing money in consolidations!,https://www.youtube.com/shorts/UytP49cC6qA,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_VsY6i4wLPj8,YOUTUBE_SHORT,Stop trading this type of FVG 🚫,https://www.youtube.com/shorts/VsY6i4wLPj8,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_WTRykHKj0V8,YOUTUBE_SHORT,Silver Bullet - Mechanical Entry,https://www.youtube.com/shorts/WTRykHKj0V8,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
YT_SHORT_YZUgWWsxMJs,YOUTUBE_SHORT,This is how you should enter off a Breakaway Gap.,https://www.youtube.com/shorts/YZUgWWsxMJs,,Arjo,UCM8bXuYt7JZ0G7mcoYY9v7Q,CONFIRMED_FIRST_PARTY,2026-08-15,,UNKNOWN,UNKNOWN,Discovered deterministically from official YouTube shorts surface; relevance unassessed; no semantic closure performed
